"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Review","Short note","Advanced note","Signed","Number of copies","Quotes","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description","Date added"
"16432","9788580571912","Meus livros","Digo",0,,,0,0,,,,,0,1,"","O filho de Netuno (Os herois do Olimpo Livro 2)",,"pt","Juvenile Fiction","Rick Riordan","","","","","","Editora Intrinseca",432,"2012-05-02",,"Percy Jackson e os Herois do Olimpo",2,,,,,,,,"A vida de Percy Jackson é assim mesmo: uma grande bagunça de deuses e monstros que, na maioria das vezes, acaba em problemas. Filho de Poseidon, o deus do mar, um belo dia Percy desperta sem memória e acaba em um acampamento de heróis que não reconhece. Agarrado à lembrança de uma garota, só tem uma certeza: os dias de jornadas e batalhas não terminaram. Percy e seus novos colegas semideuses vão enfrentar os misteriosos desígnios da Profecia dos Sete. Se falharem, as consequências, é claro, serão desastrosas.

Com início no “outro” acampamento meio-sangue e se estendendo para além das terras dos deuses, esta sequência da série Os heróis do Olimpo apresenta novos semideuses e criaturas incríveis, além de trazer de volta alguns monstros bastante conhecidos.","2023-10-15"
"9148276","9786559812547","Meus livros","Yah",0,,,0,0,,,,,0,1,"","Corrente de Espinhos (As Últimas Horas, #3)",,"pt","","Cassandra Clare","","Glenda d'Oliveira,Mariana Kohnert","","","","Galera",784,"2023-02-27","paperback","As últimas horas",3,,,,,"Amazon",,"2023-10-16","Corrente de Espinhos é a conclusão da trilogia As Últimas Horas, da autora best-seller mundial Cassandra Clare, que já vendeu mais de 50 milhões de livros (e com 50 milhões de leitores você é que não vai ficar de fora, né?).

Após o pai ter sido assassinado, os planos de se tornar parabatai da melhor amiga ruírem, o casamento com James Herondale ir por água abaixo e ficar presa ao demônio Lilith, Cordelia Carstairs abandona Londres para afogar as mágoas na glamourosa Paris na companhia de Matthew Fairchild, que também tem seus demônios para expurgar. Mas depois de receberem terríveis notícias de Londres, a realidade esmaga os planos de Cordelia mais uma vez.

Tatiana Blackthorn fugiu da Cidadela Adamant, e a relação entre Belial, o Príncipe do Inferno, e os jovens Lucie e James Herondale veio à tona, colocando a família Herondale inteira sob o escrutínio da Clave.

Em meio a tudo isso, Cordelia ainda por cima se vê dividada entre o amor por James — que considera impossível — e uma vida com Matthew, ao mesmo tempo em que seus amigos são dilacerados pelos próprios segredos.

No epicentro do iminente ataque de Belial, Cordelia, Lucie e os Ladrões Alegres se encontrarão sozinhos para lidar com o letal exército do Principe do Inferno. Será que os jovens Caçadores de Sombras conseguirão salvar a cidade — e suas famílias? Talvez eles não tenham escolha porque, se falharem, podem perder tudo, inclusive as próprias almas.

Corrente de Espinhos é a aguardada e eletrizante sequência ...","2023-10-16"
"1639151","9786555871586","Meus livros","Yah",0,"2023-10-16",,0,0,,,,,0,1,"","Corrente de Ouro (As Últimas Horas, #1)",,"pt","Fiction","Cassandra Clare","","Mariana Kohnert","","","","Galera Record",598,"2020-11-02","ebook","As últimas horas",1,,,,,,,,"O mal se esconde à vista de todos. O amor corta mais profundamente que qualquer lâmina.

Da autora best-seller do New York Times Cassandra Clare, Corrente de ouro é o primeiro volume da trilogia As últimas horas.



Seja bem-vindo ao período eduardiano londrino! Um tempo de luzes elétricas e sombras extensas, a celebração da beleza artística e a selvagem busca pelo prazer, com demônios à espreita no escuro. Por anos a paz reinou no mundo dos Caçadores de Sombras. James e Lucie Herondale, filhos dos famosos Will e Tessa, cresceram e desenvolveram-se em um ambiente harmônico com sua família e amigos, ouvindo histórias sobre o bem derrotando o mal e o amor como o grande vencedor... Mas tudo muda quando as famílias Blackthorn e Carstairs vêm para Londres, assim como uma espécie de praga nunca vista antes, implacável e inevitável.

Cordelia Carstairs é uma Caçadora de Sombras, uma guerreira treinada desde a infância para enfrentar demônios. Quando seu pai foi acusado de um terrível crime, ela e seu irmão viajam a Londres na esperança de evitar a ruína de sua família. Sua mãe, Sona Carstairs, quer que a filha se case... mas Cordelia está mais determinada a ser uma heroína do que uma esposa. Logo, Cordelia encontra James e Lucie Herondale, seus amigos de infância, e é levada a seu universo de bailes reluzentes, tarefas secretas e salões sobrenaturais, onde vampiros e bruxos se misturam a sereias e feiticeiros.

Enquanto isso, ela precisa esconder sua paixão secreta por James, que...","2023-10-16"
"158794","9788598078786","Meus livros","Yah,Digo",0,,,259,1,,,,,0,1,"","Sussurro (Hush, Hush, #1)","Sussurro (em Portugues Do Brasil)","pt","","Becca Fitzpatrick","","Livia de Almeida","","","","Intrinseca",259,"2010-07-06","paperback","Hush, Hush",1,,,,,,,,"Se apaixonar nunca foi tão fácil… ou tão mortal. Para Nora Grey, romance não era parte do plano. Ela nunca se sentiu particularmente atraída por nenhum garoto de sua escola, não importa o quanto sua melhor amiga Vee os empurre para ela. Não até a chegada de Patch.
Com seu sorriso tranquilo e olhos que parecem enxergar dentro dela, Nora é atraída por ele contra seu bom senso. Mas após uma série de acontecimentos aterrorizantes, Nora não sabe em quem confiar. Patch parece estar onde quer que ela esteja, e saber mais que ela do que seus amigos mais íntimos.
Ela não consegue decidir entre cair nos braços dele ou correr e se esconder. E quando tenta encontrar algumas respostas, ela se acha próxima de uma verdade que é bem mais perturbadora do que qualquer coisa que Patch a faça sentir. Pois Nora está bem no meio de uma antiga batalha entre os imortais e aqueles que caíram – e, quando se trata de escolher lados, a escolha errada poderá custar sua vida.","2023-10-19"
"466825","9788595084759","Meus livros","",0,,,0,0,,,,,0,1,"","A Sociedade do Anel (O Senhor dos Anéis, #1)",,"pt","","J.R.R. Tolkien","","","","","","HarperCollins",576,"2019-11-25","hardcover","Senhor dos aneis",1,,,,,,,,"O volume inicial de O Senhor dos Anéis, lançado originalmente em julho de 1954, foi o primeiro grande épico de fantasia moderno, conquistando milhões de leitores e se tornando o padrão de referência para todas as outras obras do gênero até hoje. A imaginação prodigiosa de J.R.R. Tolkien e seu conhecimento profundo das antigas mitologias da Europa permitiram que ele criasse um universo tão complexo e convincente quanto o mundo real. A Sociedade do Anel começa no Condado, a região rural do oeste da Terra-média onde vivem os diminutos e pacatos hobbits. Bilbo Bolseiro, um dos raros aventureiros desse povo, cujas peripécias foram contadas em O Hobbit, resolve ir embora do Condado e deixa sua considerável herança nas mãos de seu jovem parente Frodo. O mais importante legado de Bilbo é o anel mágico que costumava usar para se tornar invisível. No entanto, o mago Gandalf, companheiro de aventuras do velho hobbit, revela a Frodo que o objeto é o Um Anel, a raiz do poder demoníaco de Sauron, o Senhor Sombrio, que deseja escravizar todos os povos da Terra-média. A única maneira de eliminar a ameaça de Sauron é destruir o Um Anel nas entranhas da própria montanha de fogo onde foi forjado. A revelação faz com que Frodo e seus companheiros hobbits Sam, Merry e Pippin deixem a segurança do Condado e iniciem uma perigosa jornada rumo ao leste. Ao lado de representantes dos outros Povos Livres que resistem ao Senhor Sombrio, eles formam a Sociedade do Anel. Alguém uma vez disse que o mund...","2023-10-20"
"10784496","9788595084773","Meus livros","",0,,,0,0,,,,,0,1,"","O Retorno do Rei (O Senhor dos Anéis, #3)",,"pt","","J.R.R. Tolkien,Ronald E. Kyrmse","","","","","","HarperCollins",528,"2019-11-25","hardcover","Senhor dos aneis",3,,,,,,,,"A guerra entre os Povos Livres da Terra-média e Sauron, o Senhor Sombrio da terra de Mordor, chega a seu clímax neste terceiro volume do romance O Senhor dos Anéis. As batalhas grandiosas que estão prestes a acontecer, no entanto, são apenas o pano de fundo para o verdadeiro drama: a missão quase suicida dos hobbits Frodo e Sam, que tentam destruir o Um Anel, fonte do poder de Sauron, infiltrando-se no coração do território do Inimigo.

Em O Retorno do Rei, acompanhamos o mago Gandalf e o hobbit Pippin em sua visita à a majestosa cidade de Minas Tirith, que já foi o principal baluarte dos Homens contra a ameaça de Sauron, mas que está prestes a sucumbir diante da força avassaladora do Senhor Sombrio. Outros membros da Sociedade do Anel se juntam a Aragorn, herdeiro da longa linhagem dos reis de Minas Tirith, na tentativa de evitar que a antiga capital do reino de Gondor seja destruída.

Nas fronteiras de Mordor, Sam resgata Frodo, e os dois hobbits partem para o último estágio de sua jornada rumo ao Monte da Perdição, uma jornada que testará os limites do corpo e da mente dos pequenos heróis. O livro inclui ainda numerosos apêndices, nos quais Tolkien explora detalhes da história, das línguas, dos alfabetos e até dos calendários de seu mundo ficcional.","2023-10-20"
"10784494","9788595084766","Meus livros","",0,,,0,0,,,,,0,1,"","As Duas Torres (O Senhor dos Anéis, #2)","O Senhor Dos Anéis: As Duas Torres","pt","","J.R.R. Tolkien,Ronald E. Kyrmse","","","","","","HarperCollins",464,"2019-11-25","hardcover","Senhor dos aneis",2,,,,,,,,"O segundo volume de O Senhor dos Anéis, mais importante épico de fantasia moderno, narra os caminhos separados seguidos pelos membros da Sociedade do Anel em sua luta para deter Sauron, o Senhor Sombrio da terra de Mordor, e destruir o Um Anel, no qual está contida a maior parte do poder do tirano demoníaco imaginado por J.R.R. Tolkien.

Um ataque-surpresa pôs fim à jornada conjunta da Sociedade do Anel. De um lado, o trio formado pelo elfo Legolas, pelo anão Gimli e por Aragorn, herdeiro da realeza dos Homens, tenta resgatar os jovens hobbits Merry e Pippin, capturados por guerreiros-órquicos. A busca pelos companheiros perdidos levará os três a confrontar os cavaleiros do reino de Rohan e o mago renegado Saruman, que também deseja o Um Anel para si.

Enquanto isso, do outro lado das montanhas, Frodo e Sam buscam uma maneira de entrar em Mordor e chegar até a montanha onde o Anel foi forjado, único lugar onde é possível destruí-lo. Para isso, acabam recebendo a ajuda de seu mais improvável aliado: Gollum, a criatura que chegou a ter o Anel sob seu poder durante centenas de anos e que ainda é devorada, em corpo e alma, pelo desejo de voltar a possuí-lo.

Com cenas que mesclam o heroico e o intimista, o sublime e o cômico, As Duas Torres abriga algumas das criações mais inesquecíveis da imaginação de J.R.R. Tolkien, como os gigantescos Ents e a cultura nobre e belicosa do povo de Rohan.","2023-10-20"
"50202","9788544102923","Meus livros","",0,,,0,0,,,,,0,1,"","A Guerra dos Tronos (As Crônicas de Gelo e Fogo #1)","EDIÇAO COMEMORATIVA","pt","","George R .r. Martin,Marc Simonetti,Jorge Candeias","","","","","","Leya",592,"2015-01-01","paperback","A Song of Ice and Fire",1,,,,,,,,"Edição comemorativa. Novo formato 23x16 e nova capa, criada pelo ilustrador frânces Marc Simonetti. A Guerra dos Tronos Em uma terra onde o verão pode durar décadas e o inverno toda uma vida, os problemas estão apenas começando. O frio está de volta e, nas florestas ao norte de Winterfell, forças sobrenaturais se espalham por trás da Muralha que protege a região. No centro do conflito estão os Stark do reino de Winterfell, uma família tão áspera quanto as terras que lhe pertencem. Dos lugares onde o frio é brutal até os distantes reinos de plenitude e sol, George R. R. Martin narra uma história de lordes e damas, cavaleiros e mercenários, assassinos e bastardos, que se juntam em um tempo de presságios malignos. Entre disputas por reinos, tragédias e traições, vitória e terror, o destino dos Stark, seus aliados e seus inimigos é incerto. Mas cada um está se esforçando para ganhar este conflito mortal: a guerra dos tronos.","2023-10-20"
"501105","9788580418934","Meus livros","",0,,,0,0,,,,,0,1,"","Princesa das Cinzas (Trilogia Princesa das Cinzas #1)",,"pt","","Laura Sebastian","","Raquel Zampil","","","","Arqueiro",352,"2018-10-01","paperback","Ash Princess Trilogy",1,,,,,,,,"Best-seller instantâneo do The New York Times.

Primeiro volume de uma trilogia épica.

PRINCESA

PRISIONEIRA

ÓRFÃ

REBELDE

Theodosia era a herdeira do trono de Astrea quando um povo bárbaro invadiu seu reino e matou sua mãe, deixando um rastro de destruição.

Depois de dez anos vivendo como prisioneira em seu próprio palácio, a princesa percebe que não lhe resta mais nada, a não ser lutar pela própria liberdade.

O passado, que por tanto tempo ficou enterrado, agora precisa vir à tona para mostrar a Theodosia os caminhos que poderão levá-la de volta ao trono.

Mas Theo conseguirá ser a rainha de que seu povo precisa? Ou será que anos de humilhações transformaram a herdeira da Rainha do Fogo em meras cinzas?","2023-10-20"
"2055670","9788530601430","Meus livros","",0,,,0,0,,,,,0,1,"","Dama da Névoa (Trilogia Princesa das Cinzas, #2)",,"pt","","Laura Sebastian","","Raquel Zampil","","","","Arqueiro",400,"2020-05-15","paperback","Ash Princess Trilogy",2,,,,,,,,"Quando Theodosia tinha apenas seis anos, sua mãe, a Rainha do Fogo, foi morta pelo kaiser. Ele tomou seu país e a manteve prisioneira, coroando-a como a Princesa das Cinzas e manipulando-a por dez anos.

Porém, essa época terminou. O kaiser subestimou Theo, considerando-a fraca e indefesa. Ele não percebeu que uma mente arguta é a arma mais mortal.

Agora, Theo não usa mais uma coroa de cinzas. Ela recuperou o título que lhe pertencia e fez um refém: o prinz Søren, filho do kaiser. Mas seu povo continua escravizado e ela está a milhares de quilômetros de distância.

Para recuperar o trono, ela precisa de um exército. Segundo sua tia, a temível pirata Dragonsbane, a única maneira de obter um é se casando.

Theo sabe que a liberdade tem um preço, mas ela está determinada a encontrar um jeito de salvar seu país sem precisar se perder no caminho.","2023-10-20"
"6154307","9786555651119","Meus livros","",0,,,0,0,,,,,0,1,"","RAINHA DAS CHAMAS (PRINCESA DAS CINZAS - LIVRO 3)",,"pt","Contemporary Fiction","Laura Sebastian","","Raquel Zampil","","","","ARQUEIRO",,,"paperback","Ash Princess Trilogy",3,,,,,,,,"The thrilling conclusion to an epic fantasy about a throne cruelly stolen and a girl who must fight to take it back for her people.

Princess Theodosia was a prisoner in her own country for a decade. Renamed the Ash Princess, she endured relentless abuse and ridicule from the Kaiser and his court. But though she wore a crown of ashes, there is fire in Theo’s blood. As the rightful heir to the Astrean crown, it runs in her veins. And if she learned nothing else from her mother, she learned that a Queen never cowers. 

Now free, with a misfit army of rebels to back her, Theo must liberate her enslaved people and face a terrifying new enemy: the new Kaiserin. Imbued with a magic no one understands, the Kaiserin is determined to burn down anyone and everything in her way. 

The Kaiserin’s strange power is growing stronger, and with Prinz Søren as her hostage, there is more at stake than ever. Theo must learn to embrace her own power if she has any hope of standing against the girl she once called her heart’s sister.","2023-10-20"
